Class1,Class2,Count,emg1,emg2,old_emg1,Old_emg2
Index,Up,8,0.65,0.48,0.66,0.43
Index,Up,9,0.71,0.48,0.65,0.43
Index,Up,10,0.71,0.54,0.65,0.48
Index,Up,1,0.72,0.54,0.71,0.48
Index,Up,2,0.72,0.53,0.71,0.54
Index,Up,3,0.45,0.53,0.72,0.54
Index,Up,4,0.45,0.36,0.72,0.53
Index,Up,5,0.34,0.36,0.45,0.53
Index,Up,6,0.34,0.37,0.45,0.36
Index,Up,7,0.40,0.37,0.34,0.36
Index,Up,8,0.40,0.40,0.34,0.37
Index,Up,9,0.38,0.38,0.40,0.40
Index,Up,10,0.38,0.33,0.40,0.38
Index,Up,1,0.41,0.33,0.38,0.38
Index,Up,2,0.49,0.29,0.41,0.33
Index,Up,3,0.50,0.29,0.49,0.33
Index,Up,4,0.50,0.25,0.49,0.29
Index,Up,5,0.84,0.26,0.50,0.25
Index,Up,6,0.84,0.65,0.50,0.26
Index,Up,7,0.43,0.65,0.84,0.26
Index,Up,8,0.43,0.31,0.84,0.65
Index,Up,9,0.33,0.31,0.43,0.65
Index,Up,10,0.33,0.30,0.43,0.31
Index,Up,1,0.23,0.30,0.33,0.31
Index,Up,2,0.23,0.31,0.33,0.30
Index,Up,3,0.20,0.31,0.23,0.30
Index,Up,4,0.20,0.24,0.23,0.31
Index,Up,5,0.23,0.24,0.20,0.31
Index,Up,6,0.23,0.25,0.20,0.24
Index,Up,7,0.28,0.25,0.23,0.24
Index,Up,8,0.26,0.22,0.28,0.25
Index,Up,9,0.33,0.22,0.26,0.25
Index,Up,10,0.33,0.21,0.26,0.22
Index,Up,1,0.35,0.21,0.33,0.22
Index,Up,2,0.35,0.20,0.33,0.21
Index,Up,3,0.46,0.20,0.35,0.21
Index,Up,4,0.46,0.24,0.35,0.20
Index,Up,5,0.80,0.24,0.46,0.20
Index,Up,6,0.80,0.29,0.46,0.24
Index,Up,7,0.51,0.29,0.80,0.24
Index,Up,8,0.51,0.23,0.80,0.29
Index,Up,9,0.37,0.23,0.51,0.29
Index,Up,10,0.37,0.20,0.51,0.23
Index,Up,1,0.31,0.20,0.37,0.23
Index,Up,2,0.31,0.21,0.37,0.20
Index,Up,3,0.30,0.21,0.31,0.20
Index,Up,4,0.30,0.23,0.31,0.21
Index,Up,5,0.34,0.23,0.30,0.21
Index,Up,6,0.34,0.24,0.30,0.23
Index,Up,7,0.36,0.24,0.34,0.23
Index,Up,8,0.36,0.25,0.34,0.24
Index,Up,9,0.30,0.25,0.36,0.24
Index,Up,10,0.30,0.22,0.36,0.25
Index,Up,1,0.33,0.22,0.30,0.25
Index,Up,2,0.28,0.20,0.33,0.22
Index,Up,3,0.25,0.20,0.28,0.22
Index,Up,4,0.25,0.19,0.28,0.20
Index,Up,5,0.23,0.22,0.25,0.19
Index,Up,6,0.26,0.22,0.23,0.19
Index,Up,7,0.26,0.19,0.23,0.22
Index,Up,8,0.27,0.19,0.26,0.22
Index,Up,9,0.27,0.21,0.26,0.19
Index,Up,10,0.26,0.21,0.27,0.19
Index,Up,1,0.26,0.22,0.27,0.21
Index,Up,2,0.24,0.22,0.26,0.21
Index,Up,3,0.24,0.21,0.26,0.22
Index,Up,4,0.26,0.20,0.24,0.19
Index,Up,5,0.25,0.21,0.26,0.20
Index,Up,6,0.23,0.21,0.25,0.20
Index,Up,7,0.23,0.22,0.25,0.21
Index,Up,8,0.26,0.22,0.23,0.21
Index,Up,9,0.26,0.18,0.23,0.22
Index,Up,10,0.27,0.18,0.26,0.22
Index,Up,1,0.27,0.21,0.26,0.18
Index,Up,2,0.80,0.21,0.27,0.18
Index,Up,3,0.80,0.47,0.27,0.21
Index,Up,4,2.10,0.47,0.80,0.21
Index,Up,5,2.10,0.99,0.80,0.47
Index,Up,6,2.31,0.99,2.10,0.47
Index,Up,7,2.31,1.28,2.10,0.99
Index,Up,8,2.65,1.28,2.31,0.99
Index,Up,9,2.65,1.33,2.31,1.28
Index,Up,10,3.01,1.33,2.65,1.28
Index,Up,1,3.01,1.55,2.65,1.33
Index,Up,2,3.02,1.55,3.01,1.33
Index,Up,3,3.02,1.50,3.01,1.55
Index,Up,4,2.69,1.57,3.02,1.50
Index,Up,5,2.69,1.38,3.02,1.57
Index,Up,6,3.01,1.38,2.69,1.57
Index,Up,7,3.01,1.54,2.69,1.38
Index,Up,8,2.28,1.54,3.01,1.38
Index,Up,9,2.28,1.23,3.01,1.54
Index,Up,10,2.17,1.23,2.28,1.54
Index,Up,1,2.17,1.16,2.28,1.23
Index,Up,2,1.71,1.16,2.17,1.23
Index,Up,3,1.71,0.90,2.17,1.16
Index,Up,4,1.86,0.90,1.71,1.16
Index,Up,5,1.86,0.91,1.71,0.90
Index,Up,6,1.73,0.91,1.86,0.90
Index,Up,7,1.73,1.00,1.86,0.91
Index,Up,8,0.70,1.00,1.73,0.91
Index,Up,9,0.70,0.48,1.73,1.00
Index,Up,10,0.75,0.48,0.70,1.00
Index,Up,1,0.75,0.35,0.70,0.48
Index,Up,2,0.77,0.35,0.75,0.48
Index,Up,3,0.77,0.31,0.75,0.35
Index,Up,4,1.50,0.31,0.77,0.35
Index,Up,5,1.50,0.69,0.77,0.31
Index,Up,6,2.20,0.69,1.50,0.31
Index,Up,7,2.20,1.16,1.50,0.69
Index,Up,8,2.32,1.16,2.20,0.69
Index,Up,9,2.32,1.39,2.20,1.16
Index,Up,10,2.67,1.39,2.32,1.16
Index,Up,1,2.67,1.49,2.32,1.39
Index,Up,2,2.31,1.49,2.67,1.39
Index,Up,3,2.31,1.38,2.67,1.49
Index,Up,4,0.95,1.38,2.31,1.49
Index,Up,5,0.95,0.60,2.31,1.38
Index,Up,6,0.72,0.60,0.95,1.38
Index,Up,7,0.72,0.40,0.95,0.60
Index,Up,8,0.68,0.40,0.72,0.60
Index,Up,9,0.68,0.38,0.72,0.40
Index,Up,10,0.94,0.38,0.68,0.40
Index,Up,1,0.94,0.51,0.68,0.38
Index,Up,2,2.73,0.51,0.94,0.38
Index,Up,3,2.73,1.33,0.94,0.51
Index,Up,4,3.02,1.33,2.73,0.51
Index,Up,5,3.02,1.81,2.73,1.33
Index,Up,6,3.03,1.81,3.02,1.33
Index,Up,7,3.03,1.72,3.02,1.81
Index,Up,8,3.02,1.72,3.03,1.81
Index,Up,9,3.02,1.96,3.03,1.72
Index,Up,10,2.29,1.96,3.02,1.72
Index,Up,1,2.29,1.25,3.02,1.96
Index,Up,2,1.03,1.25,2.29,1.96
Index,Up,3,1.03,0.53,2.29,1.25
Index,Up,4,0.57,0.53,1.03,1.25
Index,Up,5,0.57,0.44,1.03,0.53
Index,Up,6,0.86,0.44,0.57,0.53
Index,Up,7,0.86,0.52,0.57,0.44
Index,Up,8,2.61,0.52,0.86,0.44
Index,Up,9,2.61,1.47,0.86,0.52
Index,Up,10,3.02,1.47,2.61,0.52
Index,Up,1,3.02,1.81,2.61,1.47
Index,Up,2,2.55,1.75,3.02,1.81
Index,Up,3,2.55,1.33,3.02,1.75
Index,Up,4,1.35,1.33,2.55,1.75
Index,Up,5,1.35,0.47,2.55,1.33
Index,Up,6,0.68,0.47,1.35,1.33
Index,Up,7,0.68,0.31,1.35,0.47
Index,Up,8,0.86,0.31,0.68,0.47
Index,Up,9,0.86,0.50,0.68,0.31
Index,Up,10,0.52,0.50,0.86,0.31
Index,Up,1,0.52,0.33,0.86,0.50
Index,Up,2,2.95,0.33,0.52,0.50
Index,Up,3,2.95,1.49,0.52,0.33
Index,Up,4,2.64,1.49,2.95,0.33
Index,Up,5,2.64,1.41,2.95,1.49
Index,Up,6,2.48,1.41,2.64,1.49
Index,Up,7,2.48,1.36,2.64,1.41
Index,Up,8,2.73,1.36,2.48,1.41
Index,Up,9,2.73,1.52,2.48,1.36
Index,Up,10,1.52,1.52,2.73,1.36
Index,Up,1,1.52,0.83,2.73,1.52
Index,Up,2,0.81,0.83,1.52,1.52
Index,Up,3,0.81,0.51,1.52,0.83
Index,Up,4,0.48,0.51,0.81,0.83
Index,Up,5,0.48,0.45,0.81,0.51
Index,Up,6,0.81,0.45,0.48,0.51
Index,Up,7,0.81,0.54,0.48,0.45
Index,Up,8,2.35,0.54,0.81,0.45
Index,Up,9,2.35,1.34,0.81,0.54
Index,Up,10,2.29,1.34,2.35,0.54
Index,Up,1,2.29,1.24,2.35,1.34
Index,Up,2,2.74,1.24,2.29,1.34
Index,Up,3,2.74,1.55,2.29,1.24
Index,Up,4,3.02,1.55,2.74,1.24
Index,Up,5,3.02,2.03,2.74,1.55
Index,Up,6,2.36,2.03,3.02,1.55
Index,Up,7,2.36,1.35,3.02,2.03
Index,Up,8,1.50,1.35,2.36,2.03
Index,Up,9,1.50,0.85,2.36,1.35
Index,Up,10,0.81,0.85,1.50,1.35
Index,Up,1,0.81,0.50,1.50,0.85
Index,Up,2,0.72,0.50,0.81,0.85
Index,Up,3,0.72,0.34,0.81,0.50
Index,Up,4,1.11,0.34,0.72,0.50
Index,Up,5,1.11,0.58,0.72,0.34
Index,Up,6,2.34,0.58,1.11,0.34
Index,Up,7,2.34,1.15,1.11,0.58
Index,Up,8,2.94,1.15,2.34,0.58
Index,Up,9,2.94,1.65,2.34,1.15
Index,Up,10,2.41,1.65,2.94,1.15
Index,Up,1,2.41,1.26,2.94,1.65
Index,Up,2,2.69,1.26,2.41,1.65
Index,Up,3,2.69,1.50,2.41,1.26
Index,Up,4,1.44,1.50,2.69,1.26
Index,Up,5,1.44,0.83,2.69,1.50
Index,Up,6,0.72,0.83,1.44,1.50
Index,Up,7,0.72,0.43,1.44,0.83
Index,Up,8,0.60,0.43,0.72,0.83
Index,Up,9,0.60,0.36,0.72,0.43
Index,Up,10,1.75,0.36,0.60,0.43
Index,Up,1,1.75,0.73,0.60,0.36
Index,Up,2,2.50,0.73,1.75,0.36
Index,Up,3,2.50,1.30,1.75,0.73
Index,Up,4,2.07,1.30,2.50,0.73
Index,Up,5,2.07,1.03,2.50,1.30
Index,Up,6,2.28,1.03,2.07,1.30
Index,Up,7,2.28,1.39,2.07,1.03
Index,Up,8,1.89,1.39,2.28,1.03
Index,Up,9,1.89,1.09,2.28,1.39
Index,Up,10,1.03,1.09,1.89,1.39
Index,Up,1,1.03,0.54,1.89,1.09
Index,Up,2,0.54,0.54,1.03,1.09
Index,Up,3,0.54,0.31,1.03,0.54
Index,Up,4,0.38,0.31,0.54,0.54
Index,Up,5,0.38,0.28,0.54,0.31
Index,Up,6,1.12,0.28,0.38,0.31
Index,Up,7,1.12,0.64,0.38,0.28
Index,Up,8,1.59,0.64,1.12,0.28
Index,Up,9,1.59,0.92,1.12,0.64
Index,Up,10,1.70,0.92,1.59,0.64
Index,Up,1,1.70,1.01,1.59,0.92
Index,Up,2,1.72,1.01,1.70,0.92
Index,Up,3,1.72,1.09,1.70,1.01
Index,Up,4,2.57,1.09,1.72,1.01
Index,Up,5,2.57,1.37,1.72,1.09
Index,Up,6,2.44,1.37,2.57,1.09
Index,Up,7,2.44,1.57,2.57,1.37
Index,Up,8,1.88,1.57,2.44,1.37
Index,Up,9,1.88,1.09,2.44,1.57
Index,Up,10,0.99,1.09,1.88,1.57
Index,Up,1,0.99,0.59,1.88,1.09
Index,Up,2,0.55,0.59,0.99,1.09
Index,Up,3,0.55,0.39,0.99,0.59
Index,Up,4,0.68,0.39,0.55,0.59
Index,Up,5,0.68,0.43,0.55,0.39
Index,Up,6,1.57,0.43,0.68,0.39
Index,Up,7,1.57,0.97,0.68,0.43
Index,Up,8,2.34,0.97,1.57,0.43
Index,Up,9,2.34,1.28,1.57,0.97
Index,Up,10,2.58,1.28,2.34,0.97
Index,Up,1,2.58,1.40,2.34,1.28
Index,Up,2,3.02,1.40,2.58,1.28
Index,Up,3,3.02,1.81,2.58,1.40
Index,Up,4,2.80,1.81,3.02,1.40
Index,Up,5,2.80,1.53,3.02,1.81
Index,Up,6,2.42,1.53,2.80,1.81
Index,Up,7,2.42,1.45,2.80,1.53
Index,Up,8,1.06,1.45,2.42,1.53
Index,Up,9,1.06,0.65,2.42,1.45
Index,Up,10,0.88,0.65,1.06,1.45
Index,Up,1,0.88,0.42,1.06,0.65
Index,Up,2,0.74,0.42,0.88,0.65
Index,Up,3,1.87,1.07,0.74,0.42
Index,Up,4,2.58,1.07,1.87,0.42
Index,Up,5,2.58,1.42,1.87,1.07
Index,Up,6,2.82,1.42,2.58,1.07
Index,Up,7,2.82,1.43,2.58,1.42
Index,Up,8,2.63,1.43,2.82,1.42
Index,Up,9,2.63,1.35,2.82,1.43
Index,Up,10,2.40,1.35,2.63,1.43
Index,Up,1,2.40,1.38,2.63,1.35
Index,Up,2,1.33,1.38,2.40,1.35
Index,Up,3,1.33,0.73,2.40,1.38
Index,Up,4,0.74,0.73,1.33,1.38
Index,Up,5,0.74,0.36,1.33,0.73
Index,Up,6,0.55,0.36,0.74,0.73
Index,Up,7,0.55,0.43,0.74,0.36
Index,Up,8,1.40,0.43,0.55,0.36
Index,Up,9,1.40,0.70,0.55,0.43
Index,Up,10,2.22,0.70,1.40,0.43
Index,Up,1,2.22,1.25,1.40,0.70
Index,Up,2,2.46,1.25,2.22,0.70
Index,Up,3,2.46,1.44,2.22,1.25
Index,Up,4,2.69,1.44,2.46,1.25
Index,Up,5,2.69,1.50,2.46,1.44
Index,Up,6,2.04,1.50,2.69,1.44
Index,Up,7,2.04,1.34,2.69,1.50
Index,Up,8,1.79,1.34,2.04,1.50
Index,Up,9,1.79,1.09,2.04,1.34
Index,Up,10,1.01,1.09,1.79,1.34
Index,Up,1,1.01,0.48,1.79,1.09
Index,Up,2,0.59,0.48,1.01,1.09
Index,Up,3,0.59,0.44,1.01,0.48
Index,Up,4,0.69,0.44,0.59,0.48
Index,Up,5,0.69,0.40,0.59,0.44
Index,Up,6,1.09,0.40,0.69,0.44
Index,Up,7,1.09,0.53,0.69,0.40
Index,Up,8,2.61,0.53,1.09,0.40
Index,Up,9,2.61,1.48,1.09,0.53
Index,Up,10,3.02,1.48,2.61,0.53
Index,Up,1,3.02,1.93,2.61,1.48
Index,Up,2,2.29,1.69,3.02,1.93
Index,Up,3,2.29,1.23,3.02,1.69
Index,Up,4,1.42,1.23,2.29,1.69
Index,Up,5,1.42,0.71,2.29,1.23
Index,Up,6,0.80,0.71,1.42,1.23
Index,Up,7,0.80,0.47,1.42,0.71
Index,Up,8,0.64,0.47,0.80,0.71
Index,Up,9,0.64,0.57,0.80,0.47
Index,Up,10,2.03,0.57,0.64,0.47
Index,Up,1,2.03,1.34,0.64,0.57
Index,Up,2,3.02,1.34,2.03,0.57
Index,Up,3,3.02,1.94,2.03,1.34
Index,Up,4,3.03,1.71,3.02,2.20
Index,Up,5,3.03,2.06,3.02,1.71
Index,Up,6,2.33,2.06,3.03,1.71
Index,Up,7,2.33,1.48,3.03,2.06
Index,Up,8,1.22,1.48,2.33,2.06
Index,Up,9,1.22,0.65,2.33,1.48
Index,Up,10,0.82,0.65,1.22,1.48
Index,Up,1,0.82,0.41,1.22,0.65
Index,Up,2,1.09,0.41,0.82,0.65
Index,Up,3,1.09,0.50,0.82,0.41
Index,Up,4,0.56,0.50,1.09,0.41
Index,Up,5,0.56,0.47,1.09,0.50
Index,Up,6,0.64,0.47,0.56,0.50
Index,Up,7,0.64,0.41,0.56,0.47
Index,Up,8,1.49,0.41,0.64,0.47
Index,Up,9,1.49,0.80,0.64,0.41
Index,Up,10,2.54,0.80,1.49,0.41
Index,Up,1,2.54,1.32,1.49,0.80
Index,Up,2,2.03,1.32,2.54,0.80
Index,Up,3,2.03,1.28,2.54,1.32
Index,Up,4,1.68,1.28,2.03,1.32
Index,Up,5,1.68,1.00,2.03,1.28
Index,Up,6,1.52,1.00,1.68,1.28
Index,Up,7,1.52,1.01,1.68,1.00
Index,Up,8,1.06,1.01,1.52,1.00
Index,Up,9,1.06,0.75,1.52,1.01
Index,Up,10,0.46,0.75,1.06,1.01
Index,Up,1,0.46,0.42,1.06,0.75
Index,Up,2,0.45,0.42,0.46,0.75
Index,Up,3,0.45,0.35,0.46,0.42
Index,Up,4,1.18,0.35,0.45,0.42
Index,Up,5,1.18,0.56,0.45,0.35
Index,Up,6,2.11,0.56,1.18,0.35
Index,Up,7,2.11,1.00,1.18,0.56
Index,Up,8,1.53,1.00,2.11,0.56
Index,Up,9,1.53,0.91,2.11,1.00
Index,Up,10,1.00,0.91,1.53,1.00
Index,Up,1,1.00,0.75,1.53,0.91
Index,Up,2,0.50,0.75,1.00,0.91
Index,Up,3,0.50,0.41,1.00,0.75
Index,Up,4,0.42,0.41,0.50,0.75
Index,Up,5,0.42,0.38,0.50,0.41
Index,Up,6,0.40,0.38,0.42,0.41
Index,Up,7,0.40,0.31,0.42,0.38
Index,Up,8,0.47,0.31,0.40,0.38
Index,Up,9,0.47,0.28,0.40,0.31
Index,Up,10,0.69,0.28,0.47,0.31
Index,Up,1,0.69,0.26,0.47,0.28
Index,Up,2,1.27,0.26,0.69,0.28
Index,Up,3,1.27,0.30,0.69,0.26
Index,Up,4,1.38,0.30,1.27,0.26
Index,Up,5,1.38,0.44,1.27,0.30
Index,Up,6,1.62,0.44,1.38,0.30
Index,Up,7,1.62,0.55,1.38,0.44
Index,Up,8,1.77,0.55,1.62,0.44
Index,Up,9,1.77,0.78,1.62,0.55
Index,Up,10,1.72,0.78,1.77,0.55
Index,Up,1,2.10,1.02,1.72,0.78
Index,Up,2,1.50,1.02,2.10,0.78
Index,Up,3,1.50,0.85,2.10,1.02
Index,Up,4,0.67,0.85,1.50,1.02
Index,Up,5,0.67,0.50,1.50,0.85
Index,Up,6,0.54,0.50,0.67,0.85
Index,Up,7,0.54,0.30,0.67,0.50
Index,Up,8,0.82,0.30,0.54,0.50
Index,Up,9,0.82,0.26,0.54,0.30
Index,Up,10,1.05,0.26,0.82,0.30
Index,Up,1,1.05,0.54,0.82,0.26
Index,Up,2,1.10,0.54,1.05,0.26
Index,Up,3,1.10,0.68,1.05,0.54
Index,Up,4,1.22,0.68,1.10,0.54
Index,Up,5,1.61,0.82,1.22,0.68
Index,Up,6,1.75,0.82,1.61,0.68
Index,Up,7,1.75,0.92,1.61,0.82
Index,Up,8,2.28,0.92,1.75,0.82
Index,Up,9,2.28,1.11,1.75,0.92
Index,Up,10,2.14,1.11,2.28,0.92
Index,Up,1,1.45,0.85,2.14,1.11
Index,Up,2,0.91,0.85,1.45,1.11
Index,Up,3,0.91,0.68,1.45,0.85
Index,Up,4,0.71,0.68,0.91,0.85
Index,Up,5,0.71,0.34,0.91,0.68
Index,Up,6,0.84,0.34,0.71,0.68
Index,Up,7,0.84,0.35,0.71,0.34
Index,Up,8,0.68,0.35,0.84,0.34
Index,Up,9,0.68,0.38,0.84,0.35
Index,Up,10,0.47,0.38,0.68,0.35
Index,Up,1,0.47,0.29,0.68,0.38
Index,Up,2,0.29,0.29,0.47,0.38
Index,Up,3,0.29,0.22,0.47,0.29
Index,Up,4,0.23,0.22,0.29,0.29
Index,Up,5,0.23,0.21,0.29,0.22
Index,Up,6,0.44,0.21,0.23,0.22
Index,Up,7,0.44,0.33,0.23,0.21
Index,Up,8,1.93,0.33,0.44,0.21
Index,Up,9,1.93,1.05,0.44,0.33
Index,Up,10,2.29,1.05,1.93,0.33
Index,Up,1,2.29,1.18,1.93,1.05
Index,Up,2,2.14,1.18,2.29,1.05
Index,Up,3,2.14,1.06,2.29,1.18
Index,Up,4,2.35,1.06,2.14,1.18
Index,Up,5,2.35,1.13,2.14,1.06
Index,Up,6,2.19,1.13,2.35,1.06
Index,Up,7,2.19,1.12,2.35,1.13
Index,Up,8,1.65,1.12,2.19,1.13
Index,Up,9,1.65,0.87,2.19,1.12
Index,Up,10,1.20,0.87,1.65,1.12
Index,Up,1,1.20,0.52,1.65,0.87
Index,Up,2,0.72,0.52,1.20,0.87
Index,Up,3,0.72,0.30,1.20,0.52
Index,Up,4,0.84,0.30,0.72,0.52
Index,Up,5,0.84,0.35,0.72,0.30
Index,Up,6,1.05,0.35,0.84,0.30
Index,Up,7,1.05,0.82,0.84,0.35
Index,Up,8,2.95,0.82,1.05,0.35
Index,Up,9,2.95,1.54,1.05,0.82
Index,Up,10,2.72,1.54,2.95,0.82
Index,Up,1,2.72,1.29,2.95,1.54
Index,Up,2,2.62,1.29,2.72,1.54
Index,Up,3,2.62,1.30,2.72,1.29
Index,Up,4,2.51,1.30,2.62,1.29
Index,Up,5,2.51,1.33,2.62,1.30
Index,Up,6,2.70,1.33,2.51,1.30
Index,Up,7,2.70,1.41,2.51,1.33
Index,Up,8,1.36,1.41,2.70,1.33
Index,Up,9,1.36,0.80,2.70,1.41
Index,Up,10,0.74,0.80,1.36,1.41
Index,Up,1,0.74,0.37,1.36,0.80
Index,Up,2,1.16,0.37,0.74,0.80
Index,Up,3,1.16,0.43,0.74,0.37
Index,Up,4,1.07,0.43,1.16,0.37
Index,Up,5,1.59,0.70,1.07,0.43
Index,Up,6,2.35,0.70,1.59,0.43
Index,Up,7,2.35,1.17,1.59,0.70
Index,Up,8,3.03,1.17,2.35,0.70
Index,Up,9,3.03,1.52,2.35,1.17
Index,Up,10,2.71,1.52,3.03,1.17
Index,Up,1,2.71,1.33,3.03,1.52
Index,Up,2,2.33,1.33,2.71,1.52
Index,Up,3,2.33,1.22,2.71,1.33
Index,Up,4,3.02,1.22,2.33,1.33
Index,Up,5,3.02,1.52,2.33,1.22
Index,Up,6,2.03,1.52,3.02,1.22
Index,Up,7,2.03,1.05,3.02,1.52
Index,Up,8,0.82,1.05,2.03,1.52
Index,Up,9,0.82,0.57,2.03,1.05
Index,Up,10,1.18,0.57,0.82,1.05
Index,Up,1,1.18,0.38,0.82,0.57
Index,Up,2,1.21,0.38,1.18,0.57
Index,Up,3,1.21,0.45,1.18,0.38
Index,Up,4,1.36,0.45,1.21,0.38
Index,Up,5,1.36,0.72,1.21,0.45
Index,Up,6,1.72,0.72,1.36,0.45
Index,Up,7,1.72,0.86,1.36,0.72
Index,Up,8,2.00,0.86,1.72,0.72
Index,Up,9,2.00,0.97,1.72,0.86
Index,Up,10,3.02,0.97,2.00,0.86
Index,Up,1,3.02,1.42,2.00,0.97
Index,Up,2,2.95,1.67,3.02,1.64
Index,Up,3,2.95,1.46,3.02,1.67
Index,Up,4,2.80,1.46,2.95,1.67
Index,Up,5,2.80,1.37,2.95,1.46
Index,Up,6,3.03,1.45,2.80,1.37
Index,Up,7,3.03,1.83,2.80,1.45
Index,Up,8,3.02,1.83,3.03,1.45
Index,Up,9,3.02,2.21,3.03,1.83
Index,Up,10,1.69,1.75,3.02,2.21
Index,Up,1,1.69,1.07,3.02,1.75
Index,Up,2,1.27,1.07,1.69,1.75
Index,Up,3,1.27,0.50,1.69,1.07
Index,Up,4,1.75,0.50,1.27,1.07
Index,Up,5,1.75,0.58,1.27,0.50
Index,Up,6,1.67,0.58,1.75,0.50
Index,Up,7,1.67,0.43,1.75,0.58
Index,Up,8,1.59,0.43,1.67,0.58
Index,Up,9,1.59,0.72,1.67,0.43
Index,Up,10,2.18,0.72,1.59,0.43
Index,Up,1,2.18,0.88,1.59,0.72
Index,Up,2,2.36,0.88,2.18,0.72
Index,Up,3,2.36,1.09,2.18,0.88
Index,Up,4,2.96,1.09,2.36,0.88
Index,Up,5,2.96,1.36,2.36,1.09
Index,Up,6,3.02,1.36,2.96,1.09
Index,Up,7,3.02,1.56,2.96,1.36
Index,Up,8,2.96,1.56,3.02,1.36
Index,Up,9,2.96,1.48,3.02,1.56
Index,Up,10,3.02,1.48,2.96,1.56
Index,Up,1,3.02,1.40,2.96,1.48
Index,Up,2,2.94,1.73,3.02,1.69
Index,Up,3,2.94,1.52,3.02,1.73
Index,Up,4,3.02,1.52,2.94,1.73
Index,Up,5,3.02,1.91,2.94,1.52
Index,Up,6,2.12,1.91,3.02,1.52
Index,Up,7,2.12,1.26,3.02,1.91
Index,Up,8,1.36,1.26,2.12,1.91
Index,Up,9,1.36,0.73,2.12,1.26
Index,Up,10,1.35,0.73,1.36,1.26
Index,Up,1,1.21,0.37,1.35,0.73
Index,Up,2,1.73,0.37,1.21,0.73
Index,Up,3,1.73,0.35,1.21,0.37
Index,Up,4,1.58,0.35,1.73,0.37
Index,Up,5,1.58,0.33,1.73,0.35
Index,Up,6,1.91,0.33,1.58,0.35
Index,Up,7,1.91,0.72,1.58,0.33
Index,Up,8,1.74,0.72,1.91,0.33
Index,Up,9,1.74,0.94,1.91,0.72
Index,Up,10,2.40,0.94,1.74,0.72
Index,Up,1,2.40,1.15,1.74,0.94
Index,Up,2,1.81,1.15,2.40,0.94
Index,Up,3,1.81,0.99,2.40,1.15
Index,Up,4,1.70,0.99,1.81,1.15
Index,Up,5,1.70,0.90,1.81,0.99
Index,Up,6,1.62,0.90,1.70,0.99
Index,Up,7,2.70,1.44,1.62,0.90
Index,Up,8,2.01,1.44,2.70,0.90
Index,Up,9,2.01,1.09,2.70,1.44
Index,Up,10,2.05,1.09,2.01,1.44
Index,Up,1,2.05,1.19,2.01,1.09
Index,Up,2,1.71,1.19,2.05,1.09
Index,Up,3,1.71,1.05,2.05,1.19
Index,Up,4,1.65,1.05,1.71,1.19
Index,Up,5,1.65,1.03,1.71,1.05
Index,Up,6,1.06,1.03,1.65,1.05
Index,Up,7,1.06,0.69,1.65,1.03
Index,Up,8,0.69,0.69,1.06,1.03
Index,Up,9,0.69,0.45,1.06,0.69
Index,Up,10,1.29,0.45,0.69,0.69
Index,Up,1,1.29,0.32,0.69,0.45
Index,Up,2,1.26,0.32,1.29,0.45
Index,Up,3,1.26,0.39,1.29,0.32
Index,Up,4,1.09,0.39,1.26,0.32
Index,Up,5,1.09,0.45,1.26,0.39
Index,Up,6,2.10,0.45,1.09,0.39
Index,Up,7,2.10,0.98,1.09,0.45
Index,Up,8,2.84,0.98,2.10,0.45
Index,Up,9,2.84,1.50,2.10,0.98
Index,Up,10,2.41,1.50,2.84,0.98
Index,Up,1,2.41,1.22,2.84,1.50
Index,Up,2,3.02,1.22,2.41,1.50
Index,Up,3,3.02,1.44,2.41,1.22
Index,Up,4,2.79,1.44,3.02,1.22
Index,Up,5,2.79,1.40,3.02,1.44
Index,Up,6,3.02,1.40,2.79,1.44
Index,Up,7,3.02,1.48,2.79,1.40
Index,Up,8,2.92,1.54,3.02,1.48
Index,Up,9,2.92,1.45,3.02,1.54
Index,Up,10,2.04,1.45,2.92,1.54
Index,Up,1,2.04,1.08,2.92,1.45
Index,Up,2,1.56,1.08,2.04,1.45
Index,Up,3,1.56,0.91,2.04,1.08
Index,Up,4,0.74,0.91,1.56,1.08
Index,Up,5,0.74,0.39,1.56,0.91
Index,Up,6,1.17,0.39,0.74,0.91
Index,Up,7,1.17,0.51,0.74,0.39
Index,Up,8,1.21,0.51,1.17,0.39
Index,Up,9,1.21,0.43,1.17,0.51
Index,Up,10,1.03,0.43,1.21,0.51
Index,Up,1,1.03,0.40,1.21,0.43
Index,Up,2,0.89,0.40,1.03,0.43
Index,Up,3,0.89,0.43,1.03,0.40
Index,Up,4,1.21,0.43,0.89,0.40
Index,Up,5,1.21,0.50,0.89,0.43
Index,Up,6,1.92,0.50,1.21,0.43
Index,Up,7,1.92,0.89,1.21,0.50
Index,Up,8,1.99,0.89,1.92,0.50
Index,Up,9,1.99,1.01,1.92,0.89
Index,Up,10,1.93,1.01,1.99,0.89
Index,Up,1,1.93,0.91,1.99,1.01
Index,Up,2,2.17,0.91,1.93,1.01
Index,Up,3,2.17,1.21,1.93,0.91
Index,Up,4,2.01,1.21,2.17,0.91
Index,Up,5,2.01,1.12,2.17,1.21
Index,Up,6,2.29,1.12,2.01,1.21
Index,Up,7,2.29,1.29,2.01,1.12
Index,Up,8,1.96,1.29,2.29,1.12
Index,Up,9,1.96,1.14,2.29,1.29
